"","AUC","AUC.1","AUC.2","AUC.3","AUC.4","AUC.5","AUC.6","AUC.7","AUC.8","AUC.9","sum"
"1",0.581058726220017,0.662162162162162,0.598842018196857,0.677083333333333,0.746071133167907,0.717320261437909,0.516956162117452,0.578022875816993,0.652649285113541,0.712159863945578,0.644232582151175
"2",0.670388751033912,0.780917280917281,0.727047146401985,0.7325,0.764681555004136,0.711192810457516,0.598014888337469,0.704248366013072,0.756938603868797,0.808673469387755,0.725460287142192
"3",0.663771712158809,0.782145782145782,0.789495450785773,0.7625,0.803143093465674,0.702205882352941,0.686931348221671,0.694035947712418,0.78721614802355,0.845238095238095,0.751668346010471
"4",0.705541770057899,0.766994266994267,0.805624483043838,0.78375,0.80066170388751,0.722630718954248,0.688172043010752,0.684640522875817,0.815391084945332,0.849914965986395,0.762332155975606
"5",0.704714640198511,0.768632268632269,0.809760132340777,0.770416666666667,0.813895781637717,0.745915032679738,0.668320926385442,0.718137254901961,0.834735071488646,0.861394557823129,0.769592233275486
"6",0.708436724565757,0.790745290745291,0.818858560794045,0.751666666666666,0.810587262200165,0.736519607843137,0.658395368072787,0.717728758169935,0.825063078216989,0.850765306122449,0.766876662339722
"7",0.69727047146402,0.785831285831286,0.840777502067825,0.737083333333333,0.825475599669148,0.748774509803922,0.638957816377171,0.738562091503268,0.853658536585366,0.861394557823129,0.772778570445847
"8",0.700578990901572,0.806715806715807,0.831265508684863,0.76125,0.834160463192721,0.768382352941177,0.622001654259719,0.754084967320262,0.847771236333053,0.849914965986394,0.777612594633557
"9",0.70140612076096,0.771908271908272,0.82671629445823,0.747916666666667,0.840777502067825,0.763888888888889,0.622001654259719,0.748774509803921,0.857022708158116,0.838010204081632,0.771842282105423
"10",0.707609594706369,0.75020475020475,0.818444995864351,0.74875,0.841604631927213,0.769607843137255,0.632340777502068,0.75531045751634,0.87636669470143,0.819727891156463,0.771996763671624
"11",0.714226633581472,0.741605241605242,0.806038047973532,0.745,0.833333333333333,0.763480392156863,0.635649296939619,0.757761437908497,0.871740958788898,0.816751700680272,0.768558704296773
"12",0.726220016542597,0.712121212121212,0.816377171215881,0.75125,0.842018196856906,0.755718954248366,0.660463192721257,0.736111111111111,0.851555929352397,0.831207482993197,0.768304326716293
"13",0.718775847808106,0.721130221130221,0.810173697270472,0.75875,0.838296112489661,0.776960784313726,0.66708023159636,0.729983660130719,0.843145500420521,0.829931972789116,0.76942280279489
"14",0.705541770057899,0.739148239148239,0.820099255583126,0.769166666666667,0.837882547559967,0.763071895424837,0.683622828784119,0.758169934640523,0.848191757779647,0.84608843537415,0.777098333101917
"15",0.702646815550041,0.719082719082719,0.810587262200165,0.7275,0.846980976013234,0.768790849673203,0.688172043010753,0.763888888888889,0.867115222876367,0.852465986394558,0.774723076368993
"16",0.698097601323408,0.726044226044226,0.826302729528536,0.714583333333333,0.847394540942928,0.777369281045752,0.69933829611249,0.748366013071896,0.842304457527334,0.849489795918367,0.772929027484827
"17",0.703473945409429,0.73996723996724,0.809346567411084,0.72125,0.843672456575682,0.76593137254902,0.693548387096774,0.748774509803921,0.82968881412952,0.842261904761905,0.769791519770458
"18",0.703887510339123,0.733415233415233,0.80893300248139,0.727916666666667,0.84863523573201,0.775735294117647,0.708436724565757,0.737745098039216,0.846930193439865,0.832908163265306,0.772454312206221
"19",0.674937965260546,0.747338247338247,0.791563275434243,0.7275,0.839950372208437,0.806372549019608,0.719602977667494,0.746732026143791,0.843145500420521,0.82312925170068,0.772027216519357
"20",0.684449958643507,0.746928746928747,0.775020678246485,0.707916666666667,0.824234904880066,0.798202614379085,0.727874276261373,0.76266339869281,0.848191757779647,0.817176870748299,0.769265987322669
